id;Postcode4;Gemeentenaam;WijkenEnBuurten
1896;5525;Eersel;4
1897;5527;Bladel;8
1898;5528;Bladel;3
1899;5529;Bladel;2
1900;5531;Bladel;10
1901;5534;Bladel;2
1902;5541;Reusel-De Mierden;5
1903;5551;Valkenswaard;7
1904;5552;Valkenswaard;2
1905;5553;Valkenswaard;1
1906;5554;Valkenswaard;4
1907;5555;Valkenswaard;2
1908;5556;Valkenswaard;4
1909;5561;Bergeijk;9
1910;5563;Bergeijk;10
1911;5571;Bergeijk;27
1912;5575;Bergeijk;13
1913;5581;Waalre;2
1914;5582;Waalre;2
1915;5583;Waalre;1
1916;5591;Heeze-Leende;3
1917;5595;Heeze-Leende;6
1918;5611;Eindhoven;6
1919;5612;Eindhoven;7
1920;5613;Eindhoven;2
1921;5614;Eindhoven;2
1922;5615;Eindhoven;5
1923;5616;Eindhoven;6
1924;5617;Eindhoven;1
1925;5621;Eindhoven;1
1926;5622;Eindhoven;3
1927;5623;Eindhoven;3
1928;5624;Eindhoven;2
1929;5625;Eindhoven;4
1930;5626;Eindhoven;3
1931;5627;Eindhoven;3
1932;5628;Eindhoven;2
1933;5629;Eindhoven;3
1934;5631;Eindhoven;6
1935;5632;Eindhoven;4
1936;5633;Eindhoven;2
1937;5641;Eindhoven;3
1938;5642;Eindhoven;3
1939;5643;Eindhoven;5
1940;5644;Eindhoven;7
1941;5645;Eindhoven;3
1942;5646;Eindhoven;2
1943;5651;Eindhoven;5
1944;5652;Eindhoven;3
1945;5653;Eindhoven;2
1946;5654;Eindhoven;4
1947;5655;Eindhoven;2
1948;5656;Eindhoven;1
1949;5657;Eindhoven;5
1950;5658;Eindhoven;5
1951;5661;Geldrop-Mierlo;1
1952;5662;Geldrop-Mierlo;1
1953;5663;Geldrop-Mierlo;2
1954;5664;Geldrop-Mierlo;2
1955;5665;Geldrop-Mierlo;1
1956;5666;Geldrop-Mierlo;1
1957;5667;Geldrop-Mierlo;1
1958;5671;Nuenen, Gerwen en Nederwetten;1
1959;5672;Nuenen, Gerwen en Nederwetten;1
1960;5673;Nuenen, Gerwen en Nederwetten;1
1961;5674;Nuenen, Gerwen en Nederwetten;7
1962;5681;Best;1
1963;5682;Best;2
1964;5683;Best;6
1965;5684;Best;8
1966;5685;Best;2
1967;5688;Oirschot;10
1968;5691;Son en Breugel;3
1969;5692;Son en Breugel;2
1970;5694;Son en Breugel;3
1971;5701;Helmond;6
1972;5702;Helmond;3
1973;5703;Helmond;4
1974;5704;Helmond;5
1975;5705;Helmond;2
1976;5706;Helmond;7
1977;5707;Helmond;8
1978;5708;Helmond;5
1979;5709;Helmond;4
1980;5711;Someren;2
1981;5712;Someren;6
1982;5715;Someren;4
1983;5721;Asten;22
1984;5724;Asten;3
1985;5725;Asten;2
1986;5731;Geldrop-Mierlo;2
1987;5735;Laarbeek;5
1988;5737;Laarbeek;3
1989;5738;Laarbeek;2
1990;5741;Laarbeek;5
1991;5751;Deurne;3
1992;5752;Deurne;2
1993;5753;Deurne;2
1994;5754;Deurne;2
1995;5756;Deurne;2
1996;5757;Deurne;2
1997;5758;Deurne;2
1998;5759;Deurne;2
1999;5761;Gemert-Bakel;3
2000;5763;Gemert-Bakel;3
2001;5764;Gemert-Bakel;2
2002;5766;Horst aan de Maas;2
2003;5768;Peel en Maas;6
2004;5801;Venray;7
2005;5802;Venray;5
2006;5803;Venray;5
2007;5804;Venray;2
2008;5807;Venray;1
2009;5808;Venray;1
2010;5809;Venray;1
2011;5811;Venray;1
2012;5812;Venray;1
2013;5813;Venray;1
2014;5814;Venray;1
2015;5815;Venray;1
2016;5816;Venray;1
2017;5817;Venray;1
2018;5821;Land van Cuijk;2
2019;5823;Land van Cuijk;2
2020;5824;Land van Cuijk;2
2021;5825;Land van Cuijk;4
2022;5826;Land van Cuijk;1
2023;5827;Land van Cuijk;2
2024;5831;Land van Cuijk;10
2025;5835;Land van Cuijk;2
2026;5836;Land van Cuijk;2
2027;5841;Land van Cuijk;2
2028;5843;Land van Cuijk;2
2029;5844;Land van Cuijk;2
2030;5845;Land van Cuijk;2
2031;5846;Land van Cuijk;2
2032;5851;Bergen (L.);2
2033;5853;Bergen (L.);2
2034;5854;Bergen (L.);7
2035;5855;Bergen (L.);3
2036;5856;Bergen (L.);2
2037;5861;Venray;1
2038;5862;Venray;1
2039;5863;Venray;1
2040;5864;Horst aan de Maas;2
2041;5865;Horst aan de Maas;2
2042;5866;Horst aan de Maas;2
2043;5871;Horst aan de Maas;2
2044;5872;Horst aan de Maas;2
2045;5911;Venlo;4
2046;5912;Venlo;10
2047;5913;Venlo;8
2048;5914;Venlo;5
2049;5915;Venlo;12
2050;5916;Venlo;6
2051;5921;Venlo;2
2052;5922;Venlo;3
2053;5923;Venlo;4
2054;5924;Venlo;4
2055;5925;Venlo;2
2056;5926;Venlo;3
2057;5927;Venlo;2
2058;5928;Venlo;12
2059;5931;Venlo;5
2060;5932;Venlo;7
2061;5935;Venlo;2
2062;5941;Venlo;7
2063;5943;Venlo;3
2064;5944;Venlo;4
2065;5951;Venlo;8
2066;5953;Beesel;4
2067;5954;Beesel;4
2068;5961;Horst aan de Maas;12
2069;5962;Horst aan de Maas;2
2070;5963;Horst aan de Maas;2
2071;5964;Horst aan de Maas;2
2072;5966;Horst aan de Maas;4
2073;5971;Horst aan de Maas;6
2074;5973;Horst aan de Maas;2
2075;5975;Horst aan de Maas;3
2076;5976;Horst aan de Maas;2
2077;5977;Horst aan de Maas;2
2078;5981;Peel en Maas;3
2079;5984;Peel en Maas;1
2080;5985;Peel en Maas;3
2081;5986;Peel en Maas;2
2082;5987;Peel en Maas;2
2083;5988;Peel en Maas;2
2084;5991;Peel en Maas;5
2085;5993;Peel en Maas;3
2086;5995;Peel en Maas;5
2087;6001;Weert;5
2088;6002;Weert;5
2089;6003;Weert;8
2090;6004;Weert;5
2091;6005;Weert;6
2092;6006;Weert;7
2093;6011;Leudal;2
2094;6012;Leudal;2
2095;6013;Leudal;2
2096;6014;Leudal;2
2097;6015;Leudal;2
2098;6017;Maasgouw;2
2099;6019;Maasgouw;1
2100;6021;Cranendonck;5
2101;6023;Cranendonck;3
2102;6024;Cranendonck;3
2103;6026;Cranendonck;5
2104;6027;Cranendonck;2
2105;6028;Cranendonck;2
2106;6029;Heeze-Leende;3
2107;6031;Nederweert;6
2108;6034;Nederweert;2
2109;6035;Nederweert;5
2110;6037;Leudal;2
2111;6039;Weert;2
2112;6041;Roermond;7
2113;6042;Roermond;7
2114;6043;Roermond;4
2115;6044;Roermond;2
2116;6045;Roermond;5
2117;6049;Roermond;4
2118;6051;Maasgouw;3
2119;6061;Roerdalen;5
2120;6063;Roerdalen;6
2121;6065;Roerdalen;2
2122;6067;Maasgouw;2
2123;6071;Roermond;7
2124;6074;Roerdalen;2
2125;6075;Roerdalen;4
2126;6077;Roerdalen;5
2127;6081;Leudal;2
2128;6082;Leudal;2
2129;6083;Leudal;2
2130;6085;Leudal;2
2131;6086;Leudal;2
2132;6088;Leudal;2
2133;6089;Leudal;2
2134;6091;Nederweert;2
2135;6093;Leudal;2
2136;6095;Leudal;2
2137;6096;Leudal;2
2138;6097;Maasgouw;3
2139;6099;Maasgouw;1
2140;6101;Echt-Susteren;15
2141;6102;Echt-Susteren;6
2142;6104;Echt-Susteren;5
2143;6105;Echt-Susteren;3
2144;6107;Maasgouw;2
2145;6109;Maasgouw;2
2146;6112;Echt-Susteren;2
2147;6114;Echt-Susteren;14
2148;6116;Echt-Susteren;6
2149;6118;Echt-Susteren;3
2150;6121;Sittard-Geleen;5
2151;6122;Sittard-Geleen;1
2152;6123;Sittard-Geleen;1
2153;6124;Sittard-Geleen;1
2154;6125;Sittard-Geleen;1
2155;6127;Sittard-Geleen;1
2156;6129;Stein;4
2157;6131;Sittard-Geleen;1
2158;6132;Sittard-Geleen;2
2159;6133;Sittard-Geleen;1
2160;6134;Sittard-Geleen;1
2161;6135;Sittard-Geleen;2
2162;6136;Sittard-Geleen;4
2163;6137;Sittard-Geleen;4
2164;6141;Sittard-Geleen;1
2165;6142;Sittard-Geleen;1
2166;6143;Sittard-Geleen;1
2167;6151;Sittard-Geleen;1
2168;6153;Sittard-Geleen;1
2169;6155;Beekdaelen;2
2170;6161;Sittard-Geleen;1
2171;6162;Sittard-Geleen;1
2172;6163;Sittard-Geleen;2
2173;6164;Sittard-Geleen;1
2174;6165;Sittard-Geleen;1
2175;6166;Sittard-Geleen;1
2176;6171;Stein;6
2177;6174;Beekdaelen;1
2178;6176;Beek;1
2179;6181;Stein;3
2180;6191;Beek;6
2181;6199;Beek;1
2182;6211;Maastricht;5
2183;6212;Maastricht;3
2184;6213;Maastricht;3
2185;6214;Maastricht;1
2186;6215;Maastricht;2
2187;6216;Maastricht;2
2188;6217;Maastricht;4
2189;6218;Maastricht;3
2190;6219;Maastricht;3
2191;6221;Maastricht;3
2192;6222;Maastricht;4
2193;6223;Maastricht;2
2194;6224;Maastricht;2
2195;6225;Maastricht;1
2196;6226;Maastricht;1
2197;6227;Maastricht;1
2198;6228;Maastricht;2
2199;6229;Maastricht;2
2200;6231;Meerssen;5
2201;6235;Meerssen;2
2202;6237;Meerssen;1
2203;6241;Meerssen;2
2204;6243;Meerssen;4
2205;6245;Eijsden-Margraten;7
2206;6247;Eijsden-Margraten;2
2207;6251;Eijsden-Margraten;1
2208;6255;Eijsden-Margraten;5
2209;6261;Eijsden-Margraten;1
2210;6262;Eijsden-Margraten;1
2211;6265;Eijsden-Margraten;5
2212;6267;Eijsden-Margraten;3
2213;6268;Eijsden-Margraten;3
2214;6269;Eijsden-Margraten;5
2215;6271;Gulpen-Wittem;3
2216;6273;Gulpen-Wittem;1
2217;6274;Gulpen-Wittem;1
2218;6276;Gulpen-Wittem;1
2219;6277;Gulpen-Wittem;2
2220;6278;Gulpen-Wittem;1
2221;6281;Gulpen-Wittem;4
2222;6285;Gulpen-Wittem;3
2223;6286;Gulpen-Wittem;4
2224;6287;Gulpen-Wittem;4
2225;6289;Gulpen-Wittem;1
2226;6291;Vaals;4
2227;6294;Vaals;3
2228;6295;Vaals;2
2229;6301;Valkenburg aan de Geul;17
2230;6305;Valkenburg aan de Geul;7
2231;6307;Eijsden-Margraten;1
2232;6311;Voerendaal;1
2233;6321;Gulpen-Wittem;4
2234;6325;Valkenburg aan de Geul;6
2235;6333;Beekdaelen;3
2236;6336;Beekdaelen;3
2237;6342;Valkenburg aan de Geul;1
2238;6343;Voerendaal;6
2239;6351;Simpelveld;4
2240;6361;Beekdaelen;5
2241;6363;Beekdaelen;2
2242;6365;Beekdaelen;3
2243;6367;Voerendaal;9
2244;6369;Simpelveld;5
2245;6371;Landgraaf;5
2246;6372;Landgraaf;9
2247;6373;Landgraaf;5
2248;6374;Landgraaf;8
2249;6411;Heerlen;6
2250;6412;Heerlen;7
2251;6413;Heerlen;6
2252;6414;Heerlen;7
2253;6415;Heerlen;4
2254;6416;Heerlen;5
2255;6417;Heerlen;3
2256;6418;Heerlen;4
2257;6419;Heerlen;5
2258;6422;Heerlen;1
2259;6431;Heerlen;4
2260;6432;Heerlen;2
2261;6433;Heerlen;3
2262;6436;Beekdaelen;2
2263;6438;Beekdaelen;2
2264;6439;Beekdaelen;1
2265;6441;Brunssum;12
2266;6442;Brunssum;7
2267;6443;Brunssum;8
2268;6444;Brunssum;8
2269;6445;Brunssum;6
2270;6446;Brunssum;4
2271;6447;Beekdaelen;1
2272;6451;Beekdaelen;2
2273;6454;Beekdaelen;1
2274;6456;Beekdaelen;1
2275;6461;Kerkrade;2
2276;6462;Kerkrade;2
2277;6463;Kerkrade;3
2278;6464;Kerkrade;2
2279;6465;Kerkrade;1
2280;6466;Kerkrade;3
2281;6467;Kerkrade;1
2282;6468;Kerkrade;1
2283;6471;Kerkrade;3
2284;6511;Nijmegen;2
2285;6512;Nijmegen;1
2286;6515;Nijmegen;2
2287;6521;Nijmegen;1
2288;6522;Nijmegen;2
2289;6523;Nijmegen;2
2290;6524;Nijmegen;1
2291;6525;Nijmegen;3
2292;6531;Nijmegen;2
2293;6532;Nijmegen;1
2294;6533;Nijmegen;3
2295;6535;Nijmegen;1
2296;6536;Nijmegen;2
2297;6537;Nijmegen;4
2298;6538;Nijmegen;3
2299;6541;Nijmegen;2
2300;6542;Nijmegen;2
2301;6543;Nijmegen;1
2302;6544;Nijmegen;1
2303;6545;Nijmegen;3
2304;6546;Nijmegen;4
2305;6551;Beuningen;5
2306;6561;Berg en Dal;5
2307;6562;Berg en Dal;11
2308;6564;Berg en Dal;2
2309;6566;Berg en Dal;5
2310;6571;Berg en Dal;2
2311;6572;Berg en Dal;1
2312;6573;Berg en Dal;4
2313;6574;Berg en Dal;1
2314;6575;Berg en Dal;1
2315;6576;Berg en Dal;3
2316;6577;Berg en Dal;1
2317;6578;Berg en Dal;3
2318;6579;Berg en Dal;2
2319;6581;Heumen;6
2320;6582;Heumen;4
2321;6584;Mook en Middelaar;1
2322;6585;Mook en Middelaar;2
2323;6586;Mook en Middelaar;1
2324;6587;Mook en Middelaar;1
2325;6591;Gennep;5
2326;6595;Gennep;3
2327;6596;Gennep;3
2328;6598;Gennep;3
2329;6599;Gennep;2
2330;6601;Wijchen;7
2331;6602;Wijchen;6
2332;6603;Wijchen;7
2333;6604;Wijchen;7
2334;6605;Wijchen;19
2335;6606;Wijchen;3
2336;6611;Heumen;5
2337;6612;Heumen;4
2338;6613;Wijchen;2
2339;6615;Wijchen;2
2340;6616;Wijchen;2
2341;6617;Wijchen;3
2342;6621;West Maas en Waal;2
2343;6624;Maasdriel;3
2344;6626;West Maas en Waal;2
2345;6627;West Maas en Waal;2
2346;6628;West Maas en Waal;2
2347;6629;West Maas en Waal;2
2348;6631;Druten;3
2349;6634;Wijchen;2
2350;6641;Beuningen;20
2351;6642;Beuningen;5
2352;6644;Beuningen;9
2353;6645;Beuningen;4
2354;6651;Druten;5
2355;6652;Druten;1
2356;6653;Druten;3
2357;6654;Druten;3
2358;6655;Druten;2
2359;6657;West Maas en Waal;2
2360;6658;West Maas en Waal;2
2361;6659;West Maas en Waal;2
2362;6661;Overbetuwe;12
2363;6662;Overbetuwe;15
2364;6663;Nijmegen;1
2365;6665;Overbetuwe;8
2366;6666;Overbetuwe;10
2367;6668;Overbetuwe;5
2368;6669;Neder-Betuwe;4
2369;6671;Overbetuwe;9
2370;6672;Overbetuwe;2
2371;6673;Overbetuwe;5
2372;6674;Overbetuwe;5
2373;6675;Overbetuwe;5
2374;6676;Overbetuwe;1
2375;6677;Overbetuwe;4
2376;6678;Overbetuwe;6
2377;6681;Lingewaard;4
2378;6684;Lingewaard;1
2379;6685;Lingewaard;3
2380;6686;Lingewaard;2
2381;6687;Lingewaard;2
2382;6691;Lingewaard;7
2383;6701;Wageningen;3
2384;6702;Wageningen;2
2385;6703;Wageningen;3
2386;6704;Wageningen;2
2387;6705;Wageningen;1
2388;6706;Wageningen;2
2389;6707;Wageningen;2
2390;6708;Wageningen;13
2391;6709;Wageningen;5
2392;6711;Ede;5
2393;6712;Ede;2
2394;6713;Ede;4
2395;6714;Ede;3
2396;6715;Ede;3
2397;6716;Ede;7
2398;6717;Ede;7
2399;6718;Ede;10
2400;6721;Ede;6
2401;6731;Ede;3
2402;6732;Ede;4
2403;6733;Ede;3
2404;6741;Ede;8
2405;6744;Ede;2
2406;6745;Ede;2
2407;6811;Arnhem;6
2408;6812;Arnhem;2
2409;6813;Arnhem;4
2410;6814;Arnhem;5
2411;6815;Arnhem;1
2412;6816;Arnhem;4
2413;6821;Arnhem;4
2414;6822;Arnhem;5
2415;6823;Arnhem;3
2416;6824;Arnhem;6
2417;6825;Arnhem;3
2418;6826;Arnhem;4
2419;6827;Arnhem;2
2420;6828;Arnhem;7
2421;6831;Arnhem;2
2422;6832;Arnhem;4
2423;6833;Arnhem;3
2424;6834;Arnhem;2
2425;6835;Arnhem;2
2426;6836;Arnhem;3
2427;6841;Arnhem;2
2428;6842;Arnhem;1
2429;6843;Arnhem;3
2430;6844;Arnhem;1
2431;6845;Arnhem;1
2432;6846;Arnhem;3
2433;6851;Lingewaard;5
2434;6852;Lingewaard;2
2435;6861;Renkum;8
2436;6862;Renkum;8
2437;6865;Renkum;6
2438;6866;Renkum;8
2439;6869;Renkum;2
2440;6871;Renkum;13
2441;6874;Renkum;8
2442;6877;Ede;1
2443;6881;Rheden;2
2444;6882;Rheden;1
2445;6883;Rheden;2
2446;6891;Rozendaal;2
2447;6901;Zevenaar;4
2448;6902;Zevenaar;4
2449;6903;Zevenaar;5
2450;6904;Zevenaar;2
2451;6905;Zevenaar;5
2452;6909;Zevenaar;2
2453;6911;Zevenaar;3
2454;6913;Zevenaar;2
2455;6914;Zevenaar;2
2456;6915;Zevenaar;1
2457;6916;Zevenaar;2
2458;6917;Zevenaar;2
2459;6921;Duiven;10
2460;6922;Duiven;2
2461;6923;Duiven;1
2462;6924;Duiven;1
2463;6931;Westervoort;3
2464;6932;Westervoort;3
2465;6941;Montferland;3
2466;6942;Montferland;6
2467;6951;Rheden;1
2468;6952;Rheden;2
2469;6953;Rheden;2
2470;6955;Rheden;2
2471;6956;Rheden;2
2472;6957;Rheden;2
2473;6961;Brummen;11
2474;6964;Brummen;3
2475;6971;Brummen;18
2476;6974;Brummen;3
2477;6975;Brummen;1
2478;6981;Doesburg;3
2479;6982;Doesburg;2
2480;6983;Doesburg;3
2481;6984;Doesburg;3
2482;6986;Zevenaar;2
2483;6987;Zevenaar;1
2484;6988;Zevenaar;3
2485;6991;Rheden;4
2486;6994;Rheden;3
2487;6996;Bronckhorst;3
2488;6997;Bronckhorst;2
2489;6998;Bronckhorst;2
2490;6999;Bronckhorst;4
2491;7001;Doetinchem;6
2492;7002;Doetinchem;8
2493;7003;Doetinchem;3
2494;7004;Doetinchem;8
2495;7005;Doetinchem;4
2496;7006;Doetinchem;9
2497;7007;Doetinchem;13
2498;7008;Doetinchem;4
2499;7009;Doetinchem;10
2500;7011;Doetinchem;7
2501;7021;Bronckhorst;4
2502;7025;Bronckhorst;2
2503;7031;Doetinchem;11
2504;7035;Montferland;2
2505;7036;Montferland;1
2506;7037;Montferland;3
2507;7038;Montferland;2
2508;7039;Montferland;3
2509;7041;Montferland;2
2510;7044;Montferland;1
2511;7045;Montferland;2
2512;7047;Montferland;2
2513;7051;Oude IJsselstreek;2
2514;7054;Oude IJsselstreek;2
2515;7055;Oude IJsselstreek;2
2516;7061;Oude IJsselstreek;3
2517;7064;Oude IJsselstreek;3
2518;7065;Oude IJsselstreek;2
2519;7071;Oude IJsselstreek;4
2520;7075;Oude IJsselstreek;2
2521;7076;Oude IJsselstreek;1
2522;7077;Oude IJsselstreek;2
2523;7078;Oude IJsselstreek;2
2524;7081;Oude IJsselstreek;4
2525;7083;Oude IJsselstreek;1
2526;7084;Oude IJsselstreek;2
2527;7091;Aalten;4
2528;7095;Aalten;2
2529;7101;Winterswijk;2
2530;7102;Winterswijk;2
2531;7103;Winterswijk;2
2532;7104;Winterswijk;3
2533;7106;Winterswijk;1
2534;7107;Winterswijk;2
2535;7108;Winterswijk;2
2536;7109;Winterswijk;2
2537;7115;Winterswijk;1
2538;7121;Aalten;8
2539;7122;Aalten;12
2540;7123;Aalten;1
2541;7126;Aalten;2
2542;7131;Oost Gelre;12
2543;7132;Oost Gelre;4
2544;7134;Oost Gelre;2
2545;7135;Oost Gelre;2
2546;7136;Oost Gelre;2
2547;7137;Oost Gelre;2
2548;7141;Oost Gelre;14
2549;7142;Oost Gelre;1
2550;7151;Berkelland;13
2551;7152;Berkelland;7
2552;7156;Berkelland;4
2553;7157;Berkelland;2
2554;7161;Berkelland;13
2555;7165;Berkelland;2
2556;7201;Zutphen;3
2557;7202;Zutphen;1
2558;7203;Zutphen;4
2559;7204;Zutphen;7
2560;7205;Zutphen;1
2561;7206;Zutphen;5
2562;7207;Zutphen;5
2563;7211;Lochem;2
2564;7213;Lochem;2
2565;7214;Lochem;2
2566;7215;Lochem;1
2567;7216;Lochem;1
2568;7217;Lochem;2
2569;7218;Lochem;3
2570;7221;Bronckhorst;3
2571;7223;Bronckhorst;2
2572;7224;Bronckhorst;1
2573;7225;Bronckhorst;2
2574;7226;Bronckhorst;1
2575;7227;Bronckhorst;2
2576;7231;Zutphen;3
2577;7232;Zutphen;2
2578;7233;Bronckhorst;1
2579;7234;Bronckhorst;2
2580;7241;Lochem;10
2581;7242;Lochem;2
2582;7244;Lochem;4
2583;7245;Lochem;7
2584;7251;Bronckhorst;5
2585;7255;Bronckhorst;7
2586;7256;Bronckhorst;2
2587;7261;Berkelland;13
2588;7263;Oost Gelre;2
2589;7271;Berkelland;12
2590;7273;Berkelland;2
2591;7274;Berkelland;2
2592;7275;Berkelland;2
2593;7311;Apeldoorn;3
2594;7312;Apeldoorn;3
2595;7313;Apeldoorn;2
2596;7314;Apeldoorn;3
2597;7315;Apeldoorn;4
2598;7316;Apeldoorn;3
2599;7317;Apeldoorn;1
2600;7321;Apeldoorn;3
2601;7322;Apeldoorn;4
2602;7323;Apeldoorn;4
2603;7324;Apeldoorn;1
2604;7325;Apeldoorn;6
2605;7326;Apeldoorn;2
2606;7327;Apeldoorn;2
2607;7328;Apeldoorn;3
2608;7329;Apeldoorn;1
2609;7331;Apeldoorn;3
2610;7332;Apeldoorn;3
2611;7333;Apeldoorn;3
2612;7334;Apeldoorn;3
2613;7335;Apeldoorn;3
2614;7336;Apeldoorn;2
2615;7339;Apeldoorn;4
2616;7341;Apeldoorn;2
2617;7345;Apeldoorn;3
2618;7346;Apeldoorn;2
2619;7348;Apeldoorn;1
2620;7351;Apeldoorn;3
2621;7352;Ede;1
2622;7361;Apeldoorn;4
2623;7364;Apeldoorn;3
2624;7371;Apeldoorn;3
2625;7381;Apeldoorn;3
2626;7382;Voorst;3
2627;7383;Voorst;8
2628;7384;Voorst;6
2629;7391;Voorst;4
2630;7392;Voorst;1
2631;7395;Voorst;2
2632;7396;Voorst;4
2633;7397;Voorst;2
2634;7399;Brummen;3
2635;7411;Deventer;7
2636;7412;Deventer;6
2637;7413;Deventer;4
2638;7414;Deventer;2
2639;7415;Deventer;7
2640;7416;Deventer;2
2641;7417;Deventer;3
2642;7418;Deventer;4
2643;7419;Deventer;1
2644;7421;Deventer;5
2645;7422;Deventer;2
2646;7423;Deventer;3
2647;7424;Deventer;2
2648;7425;Deventer;4
2649;7426;Deventer;1
2650;7427;Deventer;1
2651;7428;Deventer;1
2652;7429;Deventer;1
2653;7431;Deventer;3
2654;7433;Deventer;2
2655;7434;Deventer;3
2656;7435;Deventer;1
2657;7437;Deventer;4
2658;7439;Voorst;1
2659;7441;Hellendoorn;4
2660;7442;Hellendoorn;11
2661;7443;Hellendoorn;9
2662;7447;Hellendoorn;9
2663;7448;Hellendoorn;2
2664;7451;Rijssen-Holten;21
2665;7461;Rijssen-Holten;8
2666;7462;Rijssen-Holten;5
2667;7463;Rijssen-Holten;1
2668;7466;Wierden;1
2669;7467;Wierden;1
2670;7468;Wierden;9
2671;7471;Hof van Twente;14
2672;7475;Hof van Twente;9
2673;7478;Hof van Twente;4
2674;7481;Haaksbergen;11
2675;7482;Haaksbergen;16
2676;7483;Haaksbergen;2
2677;7491;Hof van Twente;12
2678;7495;Hof van Twente;5
2679;7496;Hof van Twente;2
2680;7497;Hof van Twente;2
2681;7511;Enschede;2
2682;7512;Enschede;2
2683;7513;Enschede;2
2684;7514;Enschede;3
2685;7521;Enschede;3
2686;7522;Enschede;3
2687;7523;Enschede;4
2688;7524;Enschede;2
2689;7531;Enschede;4
2690;7532;Enschede;7
2691;7533;Enschede;1
2692;7534;Enschede;6
2693;7535;Enschede;3
2694;7541;Enschede;1
2695;7542;Enschede;3
2696;7543;Enschede;3
2697;7544;Enschede;5
2698;7545;Enschede;7
2699;7546;Enschede;3
2700;7547;Enschede;4
2701;7548;Enschede;2
2702;7551;Hengelo;3
2703;7552;Hengelo;7
2704;7553;Hengelo;6
2705;7554;Hengelo;8
2706;7555;Hengelo;5
2707;7556;Hengelo;8
2708;7557;Hengelo;5
2709;7558;Hengelo;10
2710;7559;Hengelo;10
2711;7561;Dinkelland;2
2712;7562;Oldenzaal;1
2713;7571;Oldenzaal;1
2714;7572;Oldenzaal;3
2715;7573;Oldenzaal;2
2716;7574;Oldenzaal;1
2717;7575;Oldenzaal;2
2718;7576;Oldenzaal;1
2719;7577;Oldenzaal;3
2720;7581;Losser;3
2721;7582;Losser;1
2722;7585;Losser;3
2723;7586;Losser;2
2724;7587;Losser;2
2725;7588;Losser;2
2726;7591;Dinkelland;13
2727;7595;Dinkelland;7
2728;7596;Dinkelland;2
2729;7597;Dinkelland;2
2730;7601;Almelo;8
2731;7602;Almelo;5
2732;7603;Almelo;5
2733;7604;Almelo;8
2734;7605;Almelo;4
2735;7606;Almelo;6
2736;7607;Almelo;9
2737;7608;Almelo;7
2738;7609;Almelo;11
2739;7610;Almelo;1
2740;7611;Almelo;2
2741;7614;Tubbergen;1
2742;7615;Tubbergen;2
2743;7621;Borne;4
2744;7622;Borne;4
2745;7623;Borne;3
2746;7625;Borne;2
2747;7626;Borne;2
2748;7627;Almelo;2
2749;7631;Dinkelland;10
2750;7634;Dinkelland;2
2751;7635;Dinkelland;3
2752;7636;Dinkelland;2
2753;7637;Dinkelland;1
2754;7638;Dinkelland;1
2755;7641;Wierden;7
2756;7642;Wierden;8
2757;7645;Wierden;2
2758;7651;Tubbergen;2
2759;7661;Tubbergen;2
2760;7662;Tubbergen;1
2761;7663;Tubbergen;1
2762;7664;Tubbergen;1
2763;7665;Tubbergen;2
2764;7666;Tubbergen;2
2765;7667;Tubbergen;2
2766;7668;Tubbergen;1
2767;7671;Twenterand;13
2768;7672;Twenterand;1
2769;7676;Twenterand;5
2770;7678;Tubbergen;2
2771;7679;Tubbergen;2
2772;7681;Twenterand;6
2773;7683;Twenterand;6
2774;7685;Ommen;3
2775;7686;Twenterand;2
2776;7687;Hellendoorn;2
2777;7688;Hellendoorn;2
2778;7691;Hardenberg;3
2779;7692;Hardenberg;2
2780;7693;Hardenberg;2
2781;7694;Hardenberg;2
2782;7695;Hardenberg;2
2783;7696;Hardenberg;1
2784;7701;Hardenberg;9
2785;7705;De Wolden;1
2786;7707;Hardenberg;7
2787;7711;Dalfsen;11
2788;7715;Staphorst;1
2789;7721;Dalfsen;5
2790;7722;Dalfsen;14
2791;7731;Ommen;24
2792;7732;Ommen;2
2793;7734;Ommen;2
2794;7735;Ommen;2
2795;7736;Ommen;1
2796;7737;Ommen;2
2797;7738;Ommen;3
2798;7739;Ommen;2
2799;7741;Coevorden;13
2800;7742;Coevorden;8
2801;7751;Coevorden;3
2802;7753;Coevorden;1
2803;7754;Coevorden;2
2804;7755;Coevorden;2
2805;7756;Coevorden;2
2806;7761;Emmen;5
2807;7764;Emmen;1
2808;7765;Emmen;3
2809;7766;Emmen;4
2810;7771;Hardenberg;3
2811;7772;Hardenberg;5
2812;7773;Hardenberg;1
2813;7775;Hardenberg;4
2814;7776;Hardenberg;4
2815;7777;Hardenberg;2
2816;7778;Hardenberg;1
2817;7779;Hardenberg;1
2818;7781;Hardenberg;1
2819;7782;Hardenberg;4
2820;7783;Hardenberg;2
2821;7784;Hardenberg;2
2822;7785;Hardenberg;1
2823;7786;Hardenberg;1
2824;7787;Hardenberg;1
2825;7788;Hardenberg;1
2826;7791;Hardenberg;1
2827;7792;Hardenberg;1
2828;7793;Hardenberg;1
2829;7794;Hardenberg;1
2830;7795;Hardenberg;1
2831;7796;Hardenberg;1
2832;7797;Hardenberg;1
2833;7798;Hardenberg;1
2834;7811;Emmen;1
2835;7812;Emmen;3
2836;7813;Emmen;1
2837;7814;Emmen;3
2838;7815;Emmen;1
2839;7822;Emmen;2
2840;7823;Emmen;2
